docname,topic,proportion
input_SAR.txt:517,009,1.0
input_SAR.txt:552,001,1.0
input_SAR.txt:587,004,1.0
input_SAR.txt:622,001,1.0
input_SAR.txt:657,004,1.0
input_SAR.txt:692,003,1.0
input_SAR.txt:727,004,1.0
input_SAR.txt:762,001,1.0
input_SAR.txt:797,004,1.0
input_SAR.txt:832,006,1.0
input_SAR.txt:862,005,1.0
input_SAR.txt:897,004,1.0
input_SAR.txt:932,004,1.0
input_SAR.txt:967,005,1.0
input_SAR.txt:1002,001,1.0
input_SAR.txt:1037,004,1.0
input_SAR.txt:1072,001,1.0
input_SAR.txt:1107,011,1.0
input_SAR.txt:1142,001,1.0
