docname,topic,proportion
input_SAR.txt:603,001,1.0
input_SAR.txt:638,000,1.0
input_SAR.txt:673,006,1.0
input_SAR.txt:708,001,1.0
input_SAR.txt:743,004,1.0
input_SAR.txt:778,000,1.0
input_SAR.txt:813,010,1.0
input_SAR.txt:848,000,1.0
input_SAR.txt:878,005,1.0
input_SAR.txt:913,000,1.0
input_SAR.txt:948,003,1.0
input_SAR.txt:983,001,1.0
input_SAR.txt:1018,001,1.0
input_SAR.txt:1053,005,1.0
input_SAR.txt:1088,000,1.0
input_SAR.txt:1123,001,1.0
input_SAR.txt:1158,000,1.0
input_SAR.txt:1193,001,1.0
input_SAR.txt:1228,000,1.0
input_SAR.txt:1263,001,1.0
input_SAR.txt:1298,000,1.0
input_SAR.txt:1333,000,1.0
input_SAR.txt:1368,005,1.0
input_SAR.txt:1403,005,1.0
input_SAR.txt:1438,005,1.0
input_SAR.txt:1473,005,1.0
input_SAR.txt:1508,002,1.0
input_SAR.txt:1543,003,1.0
input_SAR.txt:1578,001,1.0
input_SAR.txt:1613,000,1.0
input_SAR.txt:1648,001,1.0
input_SAR.txt:23,000,1.0
input_SAR.txt:58,010,1.0
input_SAR.txt:93,001,1.0
input_SAR.txt:128,001,1.0
input_SAR.txt:163,001,1.0
input_SAR.txt:198,000,1.0
input_SAR.txt:233,004,1.0
input_SAR.txt:268,002,1.0
input_SAR.txt:303,004,1.0
input_SAR.txt:338,003,1.0
input_SAR.txt:373,001,1.0
input_SAR.txt:408,001,1.0
input_SAR.txt:443,012,1.0
input_SAR.txt:478,000,1.0
input_SAR.txt:513,004,1.0
input_SAR.txt:548,002,1.0
input_SAR.txt:583,000,1.0
input_SAR.txt:618,002,1.0
input_SAR.txt:653,010,1.0
input_SAR.txt:688,000,1.0
input_SAR.txt:723,001,1.0
input_SAR.txt:758,001,1.0
input_SAR.txt:793,011,1.0
input_SAR.txt:828,004,1.0
input_SAR.txt:858,000,1.0
input_SAR.txt:893,011,1.0
input_SAR.txt:928,005,1.0
input_SAR.txt:963,001,1.0
input_SAR.txt:998,001,1.0
input_SAR.txt:1033,009,1.0
input_SAR.txt:1068,002,1.0
input_SAR.txt:1103,002,1.0
input_SAR.txt:1138,003,1.0
input_SAR.txt:1173,010,1.0
input_SAR.txt:1208,000,1.0
input_SAR.txt:1243,003,1.0
input_SAR.txt:1278,000,1.0
input_SAR.txt:1313,000,1.0
input_SAR.txt:1348,000,1.0
input_SAR.txt:1383,000,1.0
input_SAR.txt:1418,011,1.0
input_SAR.txt:1453,002,1.0
input_SAR.txt:1488,005,1.0
input_SAR.txt:1523,000,1.0
input_SAR.txt:1558,001,1.0
input_SAR.txt:1593,008,1.0
input_SAR.txt:1628,003,1.0
input_SAR.txt:1663,001,1.0
input_SAR.txt:15,003,1.0
input_SAR.txt:50,001,1.0
input_SAR.txt:85,004,1.0
input_SAR.txt:120,000,1.0
input_SAR.txt:155,010,1.0
input_SAR.txt:190,000,1.0
input_SAR.txt:225,000,1.0
input_SAR.txt:260,000,1.0
input_SAR.txt:295,005,1.0
input_SAR.txt:330,001,1.0
input_SAR.txt:365,000,1.0
input_SAR.txt:400,001,1.0
input_SAR.txt:435,002,1.0
input_SAR.txt:470,004,1.0
input_SAR.txt:505,001,1.0
input_SAR.txt:540,001,1.0
input_SAR.txt:575,001,1.0
input_SAR.txt:610,001,1.0
input_SAR.txt:645,000,1.0
input_SAR.txt:680,000,1.0
input_SAR.txt:715,000,1.0
input_SAR.txt:750,000,1.0
input_SAR.txt:785,000,1.0
input_SAR.txt:820,000,1.0
input_SAR.txt:885,001,1.0
input_SAR.txt:920,005,1.0
input_SAR.txt:955,002,1.0
input_SAR.txt:990,005,1.0
input_SAR.txt:1025,009,1.0
input_SAR.txt:1060,002,1.0
input_SAR.txt:1095,002,1.0
